Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,2889,Intern,Marketing Specialist,Resigned,Mr. Robert Ramirez MD,"['Google Analytics', 'SEO', 'Marketing Strategy', 'Content Marketing']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,3009,Intern,Marketing Specialist,On Leave,Tammy Robinson,"['Google Analytics', 'Marketing Strategy', 'SEO']","['Social Media Marketing Strategies', 'Google Analytics Insights', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,3099,Intern,Marketing Specialist,Resigned,Steven Moore,"['Content Marketing', 'SEO', 'Google Analytics']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,5477,Intern,Marketing Specialist,Resigned,Jacob Green,"['SEO', 'Social Media Management', 'Marketing Strategy']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,5583,Full-Time,Marketing Specialist,On Leave,Krista Sanchez,"['Marketing Strategy', 'Content Marketing', 'Google Analytics']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,5997,Part-Time,Marketing Specialist,Resigned,Michelle Patterson,"['Content Marketing', 'Marketing Strategy', 'Google Analytics', 'Social Media Management', 'SEO']","['Content Marketing Mastery', 'Digital Marketing Fundamentals', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,6169,Full-Time,Marketing Specialist,On Leave,Jacob Johnson,['Marketing Strategy'],['SEO Best Practices']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,6724,Full-Time,Marketing Specialist,On Leave,Anthony Woodard,"['Content Marketing', 'SEO', 'Google Analytics', 'Social Media Management', 'Marketing Strategy']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,7163,Full-Time,Marketing Specialist,On Leave,Katherine Dean,"['Content Marketing', 'Google Analytics']","['Content Marketing Mastery', 'SEO Best Practices', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,7325,Intern,Marketing Specialist,Resigned,Anne Davidson,"['Social Media Management', 'Marketing Strategy', 'Content Marketing', 'Google Analytics']","['Social Media Marketing Strategies', 'Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,557,Full-Time,Marketing Specialist,On Leave,Tiffany Zhang,"['Marketing Strategy', 'SEO']","['SEO Best Practices', 'Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,825,Intern,Marketing Specialist,On Leave,Courtney Warren,"['SEO', 'Google Analytics', 'Content Marketing']","['Digital Marketing Fundamentals', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,826,Full-Time,Marketing Specialist,Resigned,Patricia Hicks,"['SEO', 'Google Analytics', 'Social Media Management', 'Content Marketing']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,5094,Part-Time,Marketing Specialist,Active,Lori Glover,"['Content Marketing', 'Social Media Management', 'SEO']","['Content Marketing Mastery', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,6202,Intern,Marketing Specialist,Resigned,Eric Sanchez,['Social Media Management'],['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,7242,Full-Time,Marketing Specialist,Active,Erin Bartlett,"['Google Analytics', 'Marketing Strategy', 'Content Marketing']","['Content Marketing Mastery', 'Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,9106,Full-Time,Marketing Specialist,Resigned,Mandy Holt,['SEO'],['Google Analytics Insights']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,516,Intern,Marketing Specialist,Active,Kevin Black,"['SEO', 'Content Marketing', 'Marketing Strategy', 'Google Analytics']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,1568,Full-Time,Marketing Specialist,Resigned,Mark Roberts DDS,"['Social Media Management', 'SEO', 'Marketing Strategy']","['Digital Marketing Fundamentals', 'SEO Best Practices', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,1810,Intern,Marketing Specialist,Active,Ray Daniels,['Marketing Strategy'],[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,1945,Full-Time,Marketing Specialist,On Leave,Frank Williams,['Google Analytics'],"['Social Media Marketing Strategies', 'SEO Best Practices', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,2518,Full-Time,Marketing Specialist,Resigned,Michael Moore,"['Marketing Strategy', 'Social Media Management', 'SEO']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,6160,Full-Time,Marketing Specialist,Resigned,Kristin Fleming,['SEO'],['SEO Best Practices']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,8185,Full-Time,Marketing Specialist,On Leave,Katherine Martin,"['Google Analytics', 'Marketing Strategy']","['Social Media Marketing Strategies', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,9108,Full-Time,Marketing Specialist,On Leave,Daniel Rodriguez,"['SEO', 'Content Marketing']",['Google Analytics Insights']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,661,Intern,Marketing Specialist,On Leave,John Wolfe,['Marketing Strategy'],['Google Analytics Insights']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,1179,Intern,Marketing Specialist,Active,Leonard Riley,"['Google Analytics', 'Marketing Strategy', 'SEO']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,1563,Part-Time,Marketing Specialist,On Leave,Todd Daniel,['Social Media Management'],[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,1944,Full-Time,Marketing Specialist,Active,Philip Chan,"['SEO', 'Social Media Management']","['Digital Marketing Fundamentals', 'Google Analytics Insights', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,2096,Full-Time,Marketing Specialist,Active,Megan Powell,"['Google Analytics', 'SEO', 'Marketing Strategy', 'Content Marketing', 'Social Media Management']","['Google Analytics Insights', 'Content Marketing Mastery', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,2864,Full-Time,Marketing Specialist,Resigned,Lisa Fleming,"['Google Analytics', 'Social Media Management']","['Social Media Marketing Strategies', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,2900,Full-Time,Marketing Specialist,Resigned,Jeremy Gonzales,"['Google Analytics', 'SEO', 'Marketing Strategy', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,3625,Intern,Marketing Specialist,Active,Jeffrey Frank,"['SEO', 'Content Marketing', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,3653,Intern,Marketing Specialist,On Leave,Sean Taylor,['SEO'],"['Social Media Marketing Strategies', 'Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,3926,Full-Time,Marketing Specialist,Resigned,John Austin,"['Content Marketing', 'Marketing Strategy', 'SEO']","['Google Analytics Insights', 'Social Media Marketing Strategies', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,3959,Full-Time,Marketing Specialist,Active,Wendy Matthews,"['SEO', 'Google Analytics', 'Content Marketing']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,4340,Intern,Marketing Specialist,Active,Bruce Hawkins,['SEO'],"['Social Media Marketing Strategies', 'Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,4688,Intern,Marketing Specialist,Active,Nathaniel Townsend,['SEO'],[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,5746,Full-Time,Marketing Specialist,On Leave,Lynn Davis,"['SEO', 'Content Marketing', 'Google Analytics', 'Marketing Strategy']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,6010,Full-Time,Marketing Specialist,Active,Jill Patterson,"['Social Media Management', 'SEO', 'Content Marketing', 'Google Analytics']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,6083,Full-Time,Marketing Specialist,Resigned,Christine Clark,"['Marketing Strategy', 'Content Marketing', 'SEO']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,6942,Full-Time,Marketing Specialist,Active,Jennifer Le,"['Content Marketing', 'SEO', 'Marketing Strategy', 'Google Analytics']","['SEO Best Practices', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,8327,Full-Time,Marketing Specialist,Resigned,Debbie Barnett,['Social Media Management'],[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,9211,Full-Time,Marketing Specialist,Resigned,Melanie Perez,"['Marketing Strategy', 'Social Media Management']","['SEO Best Practices', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification",Marketing,9266,Full-Time,Marketing Specialist,On Leave,Mario Vasquez,"['SEO', 'Marketing Strategy', 'Google Analytics', 'Content Marketing']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,92,Intern,Marketing Specialist,On Leave,Leah Blair,"['Marketing Strategy', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,667,Full-Time,Marketing Specialist,Active,Brandon Garcia,"['Google Analytics', 'Content Marketing', 'Marketing Strategy', 'Social Media Management', 'SEO']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, HubSpot Content Marketing Certification, Facebook Blueprint Certification",Marketing,2828,Full-Time,Marketing Specialist,Resigned,Mary Mathis,"['SEO', 'Content Marketing', 'Social Media Management', 'Marketing Strategy']","['Google Analytics Insights', 'Digital Marketing Fundamentals', 'Social Media Marketing Strategies']"
